link,price,rooms,area_m2,land_area_sot,floor,has_document,address,temirli,qaz,su,isiq,avtodayanacaq,telefon,internet,pvc_pencere,balkon,kabel_tv,lift,kombi,metbex_mebeli,temirsiz,merkezi_qizdirici_sistem,kondisioner,esyali,hovuz,duzelme
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-serifzade-kucesi-180,300000,3,111,,16,Yes,"Bakı, Yasamal, metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-55,88000,3,64,,2,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-63,59000,2,49,,3,No,"Bakı, Abşeron",No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2828,65000,2,65,,8,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-albaliliq,190000,3,140,10,1,Yes,"Bakı, Sabunçu, Bilgəh qəs.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-m-xiyabani-kuc-6,70000,2,42,,1,Yes,"Bakı, Yasamal, metro İnşaatçılar",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-161,135000,6,150,2,2,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-774,85000,4,110,1.1,2,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-545,85000,4,135,1.5,2,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-290,180000,5,150,2,2,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-qesebesi-9,85000,4,118,1.2,2,Yes,"Bakı, Abşeron",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-546,160000,4,140,1.8,3,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-nizami-metrosu-yasamal-rayonu-n-nerimanov-prospekti,554000,3,154,,8,No,"Bakı, Yasamal, metro Nizami",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2846,86000,2,56,,2,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-merkez-147,108000,2,56,,3,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-seheri-5354,92000,2,65,,3,No,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No
https://arenda.az/satilir-7-otaqli-heyet-evi-villa-sabuncu-rayonu-yeni-ramana-yeni-ramana,155000,7,180,2.5,2,Yes,"Bakı, Sabunçu, Yeni Ramana",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-zerife-eliyeva-lisseyn-yani,215000,3,60,,4,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-resulzade-qes-pasyolka-kirov-resulzade-qesebesi,90000,4,70,1,1,No,"Bakı, Binəqədi, Rəsulzadə qəs., metro Azadlıq",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qurtulus-93-220,82000,2,57,,5,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2812,85000,2,58,,4,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-dream-park-yasayis-kompleksi-7,105000,3,68,,5,No,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-172,83000,2,43,,2,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-qesebesi-qala-yolu,178000,4,,3,1,Yes,"Bakı, Xəzər",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-qaradag-rayonu-lokbatan-qes-lokbatan-3,135000,5,150,3,1,Yes,"Bakı, Qaradağ, Lökbatan qəs.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-qaradag-rayonu-lokbatan-qes-lokbatan-5,97000,2,57,,1,Yes,"Bakı, Qaradağ, Lökbatan qəs.",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2751,83500,2,60,,4,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2798,73000,2,44,,2,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1710,109000,3,80,,1,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-66,80000,2,51,,2,Yes,"Bakı, Abşeron",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-elsen-suleymanov-50,239900,2,82,,4,Yes,"Bakı, Nizami, 8-ci kilometr, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-xaqani-kuc-3,850000,5,286,,12,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2224,79000,2,51,,1,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1552,105000,3,80,,5,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1713,103000,3,86,,4,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2606,63000,2,41,,5,No,"Bakı, Abşeron, Masazır",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1662,70000,3,62,,6,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2800,57000,2,35,,6,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1721,152000,3,90,,3,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2832,81000,2,53,,2,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-2-otaqli-kohne-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-behruz-nuriyev-2,143000,2,51,,2,Yes,"Bakı, Nizami, 8-ci kilometr, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-kohne-tikili-xezer-rayonu-buzovna-buzovna-qes-4,190000,4,87,,2,Yes,"Bakı, Xəzər, Buzovna",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-baki-subhi-salayev-kuc,400000,3,170,,6,Yes,"Bakı, Nəsimi, metro Nizami",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-baki-huseyn-cavid-prospekti,207000,3,85,,9,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-musteqqilik-kucesi,174000,2,57,,2,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-baki-bineqedi-rayonu-hemdem-agayev-kucesi,170000,2,91.67,,12,No,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2223,86000,2,57,,2,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-merdanov-qardaslari-1,460000,4,184,,12,Yes,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-samil-ezizbeyov-1,750000,5,270,,7,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-hesen-bey-zerdabi-kucesi-84,465000,5,200,,5,Yes,"Bakı, Yasamal, metro İnşaatçılar",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-nesimi-rayonu-tebriz-kuc-2,380000,4,146,,12,Yes,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-balaxani-qes-sabuncu-rayonu-balaxani-2,53000,3,100,2,1,No,"Bakı, Sabunçu, Balaxanı qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-asiq-molla-cume-kucesi-16,170000,2,57,,3,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-5-otaqli-kohne-tikili-sabuncu-rayonu-bakixanov-qes-1,230000,5,120,,4,Yes,"Bakı, Sabunçu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-neapol-kucesi-ehmedli-qesebesi,195000,3,80,,4,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-xalqlar-dostlugu-metrosu-8-ci-kilometr-e-suleymanov-kucesi,165000,2,86,,2,Yes,"Bakı, Nizami, 8-ci kilometr, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-baki-hesenoglu-kuc,420000,4,170,,6,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-bulbul-pr-6,600000,5,230,,10,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-h-cavid-pr-58,585000,4,170,,9,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-a-serifzade-kucesi-1,172000,3,60,,5,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-xetai-rayonu-neapol-kucesinde,110000,2,60,,7,Yes,"Bakı, Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-hesenoglu-kuc-47,530000,4,178,,8,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-kristal-abseron-1-yasayis-kompleksi-125,89000,2,40,,5,Yes,Xırdalan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-bineqedi-rayonu-genclik-metrosu-8-ci-mikrorayon-settar-behlulzade-34,130000,2,45.22,,5,Yes,"Bakı, Binəqədi, 8-ci mikrorayon, metro Gənclik",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-qarabag-kc,280000,3,86,,12,Yes,"Bakı, Nərimanov, metro 28 May",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-20-yanvar-metrosu-yeni-yasamal-qes-yasamal-rayonu-yeni-yasamal-qesebesi,160000,2,56,,1,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-abbas-fetullayev-kucesi-35,137000,2,59,,2,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-koroglu-metrosu-ziya-bunyadov-prospekti-10,269000,3,97.93,,8,No,"Bakı, Nərimanov, metro Koroğlu",No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-saray-mtk,50000,3,151,,6,Yes,"Bakı, Abşeron",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-asiq-molla-cume-kucesi-12,200000,3,80,,3,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-cavadxan-kuc-48,350000,3,150,,7,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-52,108000,3,104,,5,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-mirqasimov,350000,5,260,,16,Yes,"Bakı, Nəsimi, metro 28 May",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-123,108000,2,48,,5,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xetai-rayonu-genclik-parkinin-yaxinligi,120000,2,91,,4,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-8-noyabr-pr-26,265000,3,85,,12,Yes,"Bakı, Xətai, metro Həzi Aslanov",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-zabrat-qes-sabuncu-rayonu-zabrat,85000,3,90,2,1,No,"Bakı, Sabunçu, Zabrat qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-742,41500,2,55,1,1,No,"Bakı, Binəqədi, Binəqədi qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-merdanov-qardaslari-4,350000,3,124,,8,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-1348,94800,3,100,2,1,No,"Bakı, Binəqədi, Binəqədi qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-baki-hesen-bey-zerdabi-prospekti-3,170000,2,50,,5,Yes,"Bakı, Yasamal, metro 20 Yanvar",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-atciliq-klubunun-yaxinligi-1,315000,2,88,,11,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-bineqedi-qes-bineqedi-qesebesi-1052,57500,3,76,1,1,No,"Bakı, Binəqədi, Binəqədi qəs., metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-abseron-rayon-mehemmedli,52000,2,55,1.2,1,Yes,"Bakı, Abşeron, Məhəmmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-montin-qes-arif-heyderov-kucesi-5,196000,3,67,,2,Yes,"Bakı, Nərimanov, Montin qəs., metro Nəriman Nərimanov",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4081,108000,2,57,,2,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-xetai-rayonu-gence-prospekti-25,132500,2,45,,3,Yes,"Bakı, Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-nesreddin-tusi,182000,3,70,,9,Yes,"Bakı, Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-feteli-xan-xoyski-kuc-1,199000,2,65,,3,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-ag-seher-fevvareler-kucesi,370000,2,50,,4,No,"Bakı, Xətai, Ağ şəhər, metro Xətai",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-sabuncu-rayonu-savalan-qes-sabuncu-rayonu-savalan,110000,4,200,2.5,2,Yes,"Bakı, Sabunçu, Savalan qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-h-aslanov-qes-baki-sehiri-xetai-rayonu,150000,2,48,,6,Yes,"Bakı, Xətai, H.Aslanov qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-7-ci-mikrorayon-bineqedi-rayonu-10,75000,2,62,,8,Yes,"Bakı, Binəqədi, 7-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-mirvari-city-yasayis-kompleksi,72000,2,52,,5,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-kohne-gunesli-qes-inqlab-ismayilov-kucesi-5,135000,2,65,,9,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
