house_id,num__city_te_v6,num__district_te_v6,num__neighborhood_te_v6,num__metro_te_v6,num__metro_present_v6,num__location_te_mean_v6,num__district_to_city_ratio_v6,num__metro_to_district_ratio_v6,num__locmean_x_logarea_v6,num__locmean_x_rooms_v6
4899,171730.5503435057,205438.3942555228,196390.57569612973,111273.01289317563,0.0,171208.13329708343,1.1962833278260412,0.5416368897151398,790146.168629463,342416.26659416687
4902,171730.5503435057,183112.8469485307,179330.22074184896,177822.74950361016,1.0,177999.0918843739,1.0662799751191103,0.9711101785917916,731731.8146740564,355998.1837687478
4903,172053.2543386296,140977.9276048254,145183.28562404646,112160.1528600354,0.0,142593.65510688422,0.8193854172995639,0.7955866195851269,586184.5299758336,285187.31021376845
4904,106792.7526246908,105326.10742599612,179330.22074184896,111273.01289317563,0.0,125680.52342142788,0.9862664350938188,1.0564618365897689,568300.755164557,251361.04684285575
4905,172053.2543386296,179430.7063759363,179896.7978490805,163498.4906022132,1.0,173719.8122914649,1.0428788869156973,0.9112068603171312,789260.316760737,347439.6245829298
4907,173673.43080244618,241212.49020140927,179545.8873685221,232560.10477458383,1.0,206747.97828674037,1.38888538727838,0.9641296127718556,881300.4466618629,620243.934860221
4909,172093.94040834717,203742.40310596552,179858.45591844554,188332.8864665912,1.0,186006.92147483732,1.1839022490933642,0.9243676504969646,906820.4456710138,558020.764424512
4910,172053.2543386296,86390.61623192331,90776.06404842576,112160.1528600354,0.0,115345.02186975352,0.5021155604612395,1.298290922681153,511072.6605634533,346035.0656092606
4911,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,464446.0166713399,229750.2484652371
4912,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,508990.6302190988,344625.37269785564
4913,173673.43080244618,85549.24393695677,89864.82146847447,112477.50920402698,0.0,115391.2513529761,0.4925868254066829,1.314769178855625,553392.27228318,346173.75405892835
4914,171730.5503435057,183112.8469485307,164761.63783070544,161525.43091548787,1.0,170282.6165095574,1.0662799751191103,0.8821086756409138,725860.2828052336,510847.8495286722
4915,173673.43080244618,241212.49020140927,179545.8873685221,259911.3246438968,1.0,213585.78325406855,1.38888538727838,1.0775201749536134,859757.8937387562,427171.5665081372
4916,173673.43080244618,170711.2353721633,158410.04971513286,156287.37206703098,1.0,164770.52198919334,0.9829438768061458,0.9155072407823496,729084.2892531706,329541.0439783867
4917,172093.94040834717,182303.2233839929,163909.55399742888,112788.20739951244,0.0,157773.73129732034,1.0593238957185924,0.6186846579301739,620338.8008853643,315547.4625946407
4918,106792.7526246908,105326.10742599612,179330.22074184896,111273.01289317563,0.0,125680.52342142788,0.9862664350938188,1.0564618365897689,502265.13863999496,251361.04684285575
4919,172093.94040834717,182303.2233839929,179858.45591844554,175012.69153074463,1.0,177317.07781038256,1.0593238957185924,0.9600087605754948,707314.9945690122,354634.1556207651
4920,172093.94040834717,182729.63878761404,179858.45591844554,207807.22315193067,1.0,185622.3145665844,1.0618017017506165,1.1372387343923278,865638.3584893773,371244.6291331687
