price,rooms,area_m2,floor,has_document,address,avtodayanacaq,balkon,duzelme,esyali,hovuz,internet,isiq,kabel_tv,kombi,kondisioner,lift,merkezi_qizdirici_sistem,metbex_mebeli,pvc_pencere,qaz,su,telefon,temirli,rooms_group,rooms_group_code
53900,3.0,50.0,14.0,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,3-4,2
265000,3.0,85.0,9.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
44000,2.0,49.0,6.0,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
405000,3.0,140.0,5.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
71000,2.0,50.0,5.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1-2,1
89000,3.0,60.0,4.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,3-4,2
110000,3.0,71.0,5.0,Yes,"Bakı, Binəqədi, Rəsulzadə qəs., metro Azadlıq",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
113000,4.0,110.0,1.0,Yes,"Bakı, Sabunçu, Ramana qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
209000,3.0,80.0,2.0,Yes,"Bakı, Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
135000,3.0,85.0,3.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
299000,5.0,120.0,3.0,Yes,"Bakı, Nizami, metro Xalqlar dostluğu",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5-6,3
64000,2.0,61.0,11.0,Yes,"Bakı, Binəqədi, 7-ci mikrorayon, metro Dərnəgül",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
138000,2.0,58.0,5.0,Yes,"Bakı, Xətai, Köhnə Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
130000,2.0,55.0,2.0,No,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
75000,3.0,54.0,3.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,3-4,2
65000,2.0,44.0,5.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,1-2,1
80000,3.0,53.0,3.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3-4,2
80000,3.0,52.0,4.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,3-4,2
188000,2.0,67.0,13.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Nəsimi",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1-2,1
119000,3.0,53.0,8.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
119000,3.0,70.0,5.0,No,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
60000,2.0,47.0,3.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,1-2,1
117000,3.0,92.0,1.0,No,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
160000,2.0,91.67,6.0,No,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
190000,3.0,144.0,9.0,No,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
105000,2.0,62.0,9.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
172000,3.0,80.0,7.0,Yes,"Bakı, Suraxanı, Qaraçuxur qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
395000,3.0,110.0,10.0,Yes,"Bakı, Yasamal, metro 8 Noyabr",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
270000,5.0,133.0,7.0,Yes,"Bakı, Binəqədi, 8-ci mikrorayon, metro Azadlıq",No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5-6,3
125000,4.0,110.0,1.0,Yes,"Bakı, Sabunçu, Ramana qəs.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,3-4,2
200000,2.0,75.0,11.0,No,"Bakı, Nəsimi",No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,1-2,1
215000,3.0,78.0,4.0,No,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
395000,3.0,148.0,14.0,Yes,"Bakı, Yasamal, metro 8 Noyabr",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
205000,2.0,65.0,11.0,Yes,"Bakı, Nəsimi, 3-cü mikrorayon, metro Memar Əcəmi",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1-2,1
172000,3.0,76.0,2.0,Yes,"Bakı, Xətai, Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
67000,2.0,41.0,3.0,No,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
166000,2.0,65.0,7.0,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,1-2,1
84000,2.0,60.0,4.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
258000,3.0,83.0,10.0,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
196000,3.0,104.0,15.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
184000,2.0,59.0,12.0,Yes,"Bakı, Binəqədi, 7-ci mikrorayon, metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
225000,2.0,95.0,12.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Nəsimi",No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,1-2,1
209000,4.0,120.0,4.0,Yes,"Bakı, Yasamal, metro 20 Yanvar",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3-4,2
135000,3.0,80.0,15.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
110000,3.0,70.0,5.0,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
80000,2.0,68.0,5.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
86000,3.0,91.0,2.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
85000,3.0,72.0,9.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
63000,2.0,36.0,10.0,Yes,Xırdalan,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
85000,2.0,58.0,4.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
108000,2.0,47.0,12.0,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
126000,3.0,86.0,7.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
81500,2.0,60.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,1-2,1
82000,2.0,57.0,2.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1-2,1
80000,2.0,53.0,3.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1-2,1
185000,4.0,90.0,1.0,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Həzi Aslanov",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3-4,2
250000,4.0,110.0,1.0,Yes,"Bakı, Nizami, 8-ci kilometr, metro Xalqlar dostluğu",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
85000,3.0,86.0,6.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
208000,4.0,80.0,4.0,Yes,"Bakı, Nizami",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
73000,2.0,56.0,3.0,No,Xırdalan,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,1-2,1
113000,4.0,110.0,1.0,Yes,"Bakı, Sabunçu, Ramana qəs.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,3-4,2
167000,2.0,60.0,2.0,Yes,"Bakı, Xətai, H.Aslanov qəs., metro Həzi Aslanov",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,1-2,1
97000,2.0,68.53,9.0,Yes,Xırdalan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
239000,3.0,85.0,11.0,Yes,"Bakı, Xətai, Ağ şəhər",No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3-4,2
415000,2.0,92.0,4.0,Yes,"Bakı, Xətai, Ağ şəhər, metro Xətai",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1-2,1
91630,2.0,53.9,4.0,No,"Bakı, Suraxanı, Zığ qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
113000,4.0,105.0,10.0,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
255000,5.0,120.0,6.0,Yes,"Bakı, Xətai, metro Xalqlar dostluğu",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5-6,3
86000,2.0,54.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1-2,1
153000,2.0,60.0,12.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
102000,3.0,83.6,10.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
164000,3.0,107.26,18.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
155000,2.0,62.0,1.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
70000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
53000,2.0,48.67,9.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
167000,2.0,60.0,1.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
265000,3.0,110.0,10.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
247000,4.0,100.0,2.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
186500,2.0,65.0,11.0,Yes,"Bakı, Xətai, metro Xətai",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
209000,3.0,88.0,2.0,No,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
67000,2.0,72.56,5.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
280000,2.0,66.0,2.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1-2,1
310000,4.0,100.0,2.0,Yes,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
299000,3.0,103.0,10.0,Yes,"Bakı, Sabunçu, Bakıxanov qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
240000,3.0,75.0,5.0,Yes,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
233000,2.0,66.0,3.0,No,"Bakı, Nərimanov, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
450000,2.0,80.0,13.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
132000,2.0,55.0,5.0,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1-2,1
270000,2.0,66.3,9.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
500000,4.0,148.0,16.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
225000,3.0,68.0,3.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
108000,2.0,48.0,5.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1-2,1
155000,3.0,75.0,5.0,Yes,"Bakı, Nizami, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
470000,5.0,206.0,6.0,Yes,"Bakı, Binəqədi, metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5-6,3
266000,2.0,75.0,10.0,Yes,"Bakı, Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
307000,3.0,105.0,8.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3-4,2
440000,4.0,203.0,9.0,Yes,"Bakı, Yasamal, metro Nizami",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
363000,3.0,142.0,8.0,No,"Bakı, Nizami, 8-ci kilometr",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
230000,3.0,85.0,2.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
255000,3.0,127.5,11.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
189000,3.0,65.0,10.0,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
269000,2.0,75.0,2.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
245000,3.0,106.0,18.0,No,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
375000,3.0,136.0,7.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
595000,4.0,170.0,9.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
76000,4.0,54.0,4.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3-4,2
75000,3.0,47.0,9.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3-4,2
345000,3.0,137.5,10.0,Yes,"Bakı, Nizami, 8-ci kilometr, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
72500,2.0,38.0,4.0,Yes,"Bakı, Abşeron, Masazır",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1-2,1
200000,2.0,59.0,8.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
220000,3.0,102.0,3.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
180000,3.0,65.0,3.0,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
180000,2.0,64.7,17.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
146720,2.0,91.7,11.0,No,"Sumqayıt, 6-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
388000,3.0,131.6,16.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
275000,3.0,80.0,2.0,Yes,"Bakı, Yasamal, metro Nizami",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,3-4,2
260000,4.0,110.0,8.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
210000,2.0,60.0,6.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
245000,3.0,121.5,17.0,Yes,"Bakı, Səbail, metro Sahil",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
230000,3.0,90.0,6.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
710000,5.0,220.0,12.0,No,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5-6,3
176000,2.0,47.0,6.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
315000,3.0,140.0,6.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
355000,3.0,106.0,4.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
397000,3.0,141.0,7.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
250000,2.0,62.0,1.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
248000,4.0,123.0,15.0,No,"Bakı, Yasamal, Yeni Yasamal qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
425000,3.0,135.0,4.0,No,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
200000,2.0,74.0,13.0,Yes,"Bakı, Binəqədi, metro Dərnəgül",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
299000,3.0,102.0,16.0,Yes,"Bakı, Xətai, metro Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
350000,4.0,103.0,2.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
415000,4.0,174.0,13.0,Yes,"Bakı, Yasamal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
270000,3.0,90.0,3.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
325000,3.0,159.8,13.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
238000,2.0,71.5,5.0,Yes,"Bakı, Nəsimi, metro 8 Noyabr",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
199000,3.0,64.0,1.0,No,"Bakı, Nəsimi, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
195000,2.0,58.0,7.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
220000,2.0,54.0,8.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
215000,3.0,108.2,7.0,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
169000,2.0,62.0,5.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
195000,3.0,85.0,7.0,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
260000,3.0,96.9,9.0,Yes,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
390000,3.0,130.0,10.0,Yes,"Bakı, Nəsimi, metro Nizami",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
179000,2.0,70.0,8.0,Yes,"Bakı, Suraxanı, Qaraçuxur qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-2,1
249000,3.0,85.0,16.0,Yes,"Bakı, Binəqədi, 7-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3-4,2
280000,2.0,78.0,8.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1-2,1
85000,2.0,61.0,9.0,No,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,1-2,1
370000,4.0,172.0,9.0,Yes,"Bakı, Nəsimi, metro 8 Noyabr",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3-4,2
245000,4.0,110.0,5.0,Yes,"Bakı, Xətai, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3-4,2
153000,3.0,70.0,8.0,Yes,"Bakı, Suraxanı, Qaraçuxur qəs.",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3-4,2
